"kanji","curPron","pos","nextPron","prevPron","curIndex","lastChar","onKun","oneChar","allKanji"
"電","でん","noun","p","START","0","KANJI","False","False","True"
"勤","つと","noun","m","START","0","め","True","False","False"
"装","しょう","noun","END","i","1","KANJI","False","False","True"
"味","み","noun","s","a","1","KANJI","False","False","True"
"貢","こう","noun","k","START","0","KANJI","False","False","True"
"級","きゅう","noun","END","o","1","KANJI","False","False","True"
"固","こ","noun","y","START","0","KANJI","False","False","True"
"々","もと","adjective","END","o","1","KANJI","False","False","True"
"緑","みどり","noun","END","START","0","KANJI","True","True","True"
"具","ぐ","noun","END","a","1","KANJI","False","False","True"
"夫","ふ","noun","j","START","0","KANJI","False","False","True"
"幸","さいわ","noun","i","START","0","い","True","False","False"
"闘","とう","noun","END","n","1","KANJI","False","False","True"
"番","ばん","counter","m","START","0","KANJI","False","False","True"
"る","る","verb","END","i","1","る","True","False","False"
"住","じゅう","noun","END","u","2","KANJI","False","False","True"
"科","か","noun","END","START","0","KANJI","True","True","True"
"敗","はい","noun","END","u","1","KANJI","False","False","True"
"筋","すじ","noun","END","o","1","KANJI","False","False","True"
"捻","ひね","verb","r","START","0","る","True","False","False"
"証","しょう","noun","k","START","0","KANJI","False","False","True"
"物","もの","noun","END","e","2","KANJI","True","False","False"
"め","め","verb","r","e","1","る","True","False","False"
"眼","がん","noun","k","START","0","KANJI","False","False","True"
"け","け","verb","i","u","1","る","True","False","False"
"民","みん","noun","y","START","0","KANJI","False","False","True"
"的","てき","noun","k","START","0","KANJI","False","False","True"
"む","む","verb","END","o","1","む","True","False","False"
"路","ろ","noun","END","n","1","KANJI","False","False","True"
"抓","つね","verb","r","START","0","る","True","False","False"
"戦","せん","noun","END","u","1","KANJI","False","False","True"
"内","ない","noun","z","START","0","KANJI","False","False","True"
"教","きょう","noun","i","START","0","KANJI","False","False","True"
"過","か","noun","t","START","0","KANJI","False","False","True"
"う","う","verb","END","a","1","う","True","False","False"
"仮","が","noun","n","a","1","KANJI","False","False","True"
"板","いた","noun","END","START","0","KANJI","True","True","True"
"来","き","noun","m","e","1","KANJI","False","False","True"
"ら","ら","noun","k","e","1","か","True","False","False"
"事","じ","noun","END","i","1","KANJI","False","False","True"
"い","い","adjective","END","u","1","い","True","False","False"
"痛","つう","noun","k","START","0","KANJI","False","False","True"
"る","る","verb","END","o","1","る","True","False","False"
"息","いき","noun","END","o","1","KANJI","False","False","True"
"品","ひん","noun","END","u","1","KANJI","False","False","True"
"る","る","verb","END","o","1","る","True","False","False"
"役","やく","noun","END","u","1","KANJI","False","False","True"
"同","どう","noun","j","START","0","KANJI","False","False","True"
"す","す","verb","END","a","1","す","True","False","False"
"法","ほう","noun","s","START","0","KANJI","False","False","True"
"で","で","conjunction","END","o","1","で","True","False","False"
"え","え","noun","END","a","1","え","True","False","False"
"複","ふく","noun","z","START","0","KANJI","False","False","True"
"学","がく","noun","END","i","1","KANJI","False","False","True"
"し","し","verb","d","a","1","す","True","False","False"
"る","る","verb","END","e","1","る","True","False","False"
"流","りゅう","noun","END","i","1","KANJI","False","False","True"
"作","さ","noun","h","START","0","KANJI","False","False","True"
"い","い","adjective","END","a","1","い","True","False","False"
"す","す","verb","END","u","2","す","True","False","False"
"堪","た","verb","e","START","0","る","True","False","False"
"紐","ひも","noun","END","START","0","KANJI","True","True","True"
"は","は","interjection","END","i","2","は","True","False","False"
"到","とう","adjective","t","START","0","KANJI","False","False","True"
"む","む","verb","END","o","3","む","True","False","False"
"泳","およ","noun","g","START","0","KANJI","True","False","False"
"す","す","verb","END","u","1","す","True","False","False"
"腰","こし","noun","k","START","0","け","True","False","False"
"油","あぶら","noun","END","START","0","KANJI","True","True","True"
"周","しゅう","noun","h","START","0","KANJI","False","False","True"
"る","る","verb","END","a","3","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"原","げん","noun","s","START","0","KANJI","False","False","True"
"が","が","verb","s","o","1","す","True","False","False"
"し","し","verb","h","a","1","く","True","False","False"
"材","ざい","noun","END","u","1","KANJI","False","False","True"
"通","どお","noun","r","o","1","り","True","False","False"
"及","きゅう","noun","END","i","1","KANJI","False","False","True"
"定","てい","noun","END","o","1","KANJI","False","False","True"
"品","ひん","noun","END","u","2","KANJI","False","False","True"
"遊","ゆう","noun","b","START","0","KANJI","False","False","True"
"政","せい","noun","f","START","0","KANJI","False","False","True"
"群","ぐん","-fix","END","START","0","KANJI","True","True","True"
"監","かん","noun","s","START","0","KANJI","False","False","True"
"る","る","verb","END","a","1","る","True","False","False"
"先","せん","noun","t","START","0","KANJI","False","False","True"
"提","てい","noun","END","n","1","KANJI","False","False","True"
"振","ふ","-fix","r","START","0","り","True","False","False"
"安","あん","noun","s","START","0","KANJI","False","False","True"
"め","め","verb","r","o","1","る","True","False","False"
"勇","ゆう","noun","k","START","0","KANJI","False","False","True"
"外","がい","noun","k","START","0","KANJI","False","False","True"
"節","ふし","noun","END","START","0","KANJI","True","True","True"
"給","たま","-fix","u","START","0","う","True","False","False"
"頃","ごろ","noun","END","o","2","KANJI","True","False","False"
"懸","けん","noun","s","START","0","KANJI","False","False","True"
"威","い","verb","b","START","0","る","True","False","False"
"字","じ","noun","END","a","3","KANJI","True","False","False"
"印","じるし","noun","END","a","1","KANJI","False","False","True"
"し","し","verb","m","o","1","む","True","False","False"
"作","さく","noun","s","START","0","KANJI","False","False","True"
"一","ひと","noun","r","START","0","KANJI","False","False","True"
"敷","しき","noun","END","a","1","KANJI","False","False","True"
"担","たん","noun","k","START","0","KANJI","False","False","True"
"無","む","noun","c","START","0","KANJI","False","False","True"
"損","そん","noun","END","START","0","KANJI","True","True","True"
"議","ぎ","noun","END","u","1","KANJI","False","False","True"
"税","ぜい","noun","END","a","1","KANJI","False","False","True"
"過","か","noun","j","START","0","KANJI","False","False","True"
"整","せい","noun","r","START","0","KANJI","False","False","True"
"不","ふ","noun","s","START","0","KANJI","False","False","True"
"饉","きん","noun","END","i","1","KANJI","False","False","True"
"改","かい","noun","a","START","0","KANJI","False","False","True"
"え","え","verb","r","a","1","る","True","False","False"
"違","ちが","verb","e","START","0","る","True","False","False"
"気","き","noun","s","START","0","KANJI","False","False","True"
"野","や","noun","t","START","0","KANJI","False","False","True"
"仕","つか","verb","e","START","0","る","True","False","False"
"り","り","noun","END","o","2","り","True","False","False"
"一","ひと","noun","t","START","0","KANJI","False","False","True"
"控","こう","noun","j","START","0","KANJI","False","False","True"
"利","り","noun","END","a","1","KANJI","False","False","True"
"銀","ぎん","noun","END","START","0","KANJI","True","True","True"
"唸","うな","verb","r","START","0","る","True","False","False"
"会","かい","noun","END","i","1","KANJI","False","False","True"
"葉","は","-fix","END","START","0","KANJI","True","True","True"
"増","ま","noun","s","START","0","し","True","False","False"
"泉","いずみ","noun","END","START","0","KANJI","True","True","True"
"劇","げき","noun","END","START","0","KANJI","True","True","True"
"運","はこ","verb","b","START","0","ぶ","True","False","False"
"庫","こ","noun","END","a","1","KANJI","False","False","True"
"縮","しゅく","noun","END","u","1","KANJI","False","False","True"
"く","く","adjective","END","a","1","く","True","False","False"
"人","じん","noun","END","o","1","KANJI","False","False","True"
"線","せん","noun","END","n","1","KANJI","False","False","True"
"送","おく","verb","r","i","1","る","True","False","False"
"広","ひろ","verb","m","START","0","る","True","False","False"
"し","し","verb","d","u","1","る","True","False","False"
"図","と","adjective","END","u","1","KANJI","False","False","True"
"灯","ひ","noun","END","START","0","KANJI","True","True","True"
"マ","マ","noun","j","-","2","KANJI","True","False","False"
"日","にち","noun","END","i","1","KANJI","False","False","True"
"汚","きたな","adjective","i","START","0","い","True","False","False"
"孫","そん","noun","END","i","1","KANJI","False","False","True"
"事","こと","expression","n","START","0","と","True","False","False"
"め","め","verb","r","a","1","る","True","False","False"
"種","しゅ","noun","END","n","1","KANJI","False","False","True"
"毎","まい","noun","n","START","0","KANJI","False","False","True"
"支","つか","noun","e","i","2","え","True","False","False"
"条","じょう","noun","g","a","1","き","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"形","かたち","-fix","END","START","0","KANJI","True","True","True"
"棒","ぼう","noun","END","o","1","KANJI","False","False","True"
"司","し","noun","h","START","0","KANJI","False","False","True"
"染","し","verb","m","START","0","る","True","False","False"
"て","て","verb","r","a","1","る","True","False","False"
"贈","そう","noun","END","i","1","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"店","みせ","noun","END","START","0","KANJI","True","True","True"
"原","げん","noun","t","START","0","KANJI","False","False","True"
"用","もち","verb","i","START","0","る","True","False","False"
"来","らい","noun","s","a","1","KANJI","False","False","True"
"心","ごころ","noun","END","a","1","KANJI","False","False","True"
"相","しょう","noun","END","i","1","KANJI","False","False","True"
"島","とう","noun","END","n","1","KANJI","False","False","True"
"純","じゅん","noun","END","i","1","KANJI","False","False","True"
"い","い","verb","r","i","1","る","True","False","False"
"協","きょう","noun","t","START","0","KANJI","False","False","True"
"日","ひ","noun","END","i","1","KANJI","False","False","True"
"応","おう","noun","END","i","1","KANJI","False","False","True"
"る","る","verb","END","i","2","る","True","False","False"
"構","こう","noun","END","i","1","KANJI","False","False","True"
"勢","せい","noun","END","u","1","KANJI","False","False","True"
"見","み","noun","m","START","0","い","True","False","False"
"動","どう","noun","END","u","1","KANJI","False","False","True"
"習","しゅう","noun","k","START","0","KANJI","False","False","True"
"心","しん","noun","p","START","0","KANJI","False","False","True"
"気","き","noun","END","i","2","KANJI","False","False","True"
"上","じょう","noun","t","START","0","KANJI","False","False","True"
"れ","れ","verb","r","u","1","る","True","False","False"
"鮮","あざ","noun","y","START","0","か","True","False","False"
"面","めん","noun","k","START","0","KANJI","False","False","True"
"赤","あか","noun","c","START","0","ん","True","False","False"
"倍","ばい","noun","r","START","0","KANJI","False","False","True"
"遠","とお","verb","z","START","0","る","True","False","False"
"方","かた","noun","END","i","2","KANJI","True","False","False"
"げ","げ","noun","END","a","2","げ","True","False","False"
"院","いん","noun","END","i","1","KANJI","False","False","True"
"め","め","verb","r","a","1","る","True","False","False"
"き","き","noun","END","u","1","き","True","False","False"
"雅","が","noun","c","START","0","KANJI","False","False","True"
"食","しょく","noun","END","u","1","KANJI","False","False","True"
"し","し","adjective","i","a","2","い","True","False","False"
"望","のぞ","adjective","m","START","0","い","True","False","False"
"解","かい","noun","END","u","1","KANJI","False","False","True"
"団","だん","noun","k","START","0","KANJI","False","False","True"
"女","にょう","noun","b","START","0","KANJI","False","False","True"
"電","でん","noun","s","START","0","KANJI","False","False","True"
"入","にゅう","noun","END","u","1","KANJI","False","False","True"
"借","か","verb","r","START","0","る","True","False","False"
"苦","く","noun","j","START","0","KANJI","False","False","True"
"音","おん","noun","END","u","1","KANJI","False","False","True"
"問","もん","noun","END","u","1","KANJI","False","False","True"
"情","じょう","noun","END","i","1","KANJI","False","False","True"
"姓","せい","noun","END","START","0","KANJI","True","True","True"
"協","きょう","noun","END","a","1","KANJI","False","False","True"
"報","ほう","verb","z","START","0","る","True","False","False"
"火","ひ","noun","b","START","0","KANJI","False","False","True"
"製","せい","noun","END","u","1","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"学","がく","noun","n","START","0","KANJI","False","False","True"
"案","あん","expression","n","START","0","KANJI","True","False","False"
"路","ろ","noun","END","i","1","KANJI","False","False","True"
"覧","らん","expression","n","o","1","い","True","False","False"
"京","きょう","noun","END","i","1","KANJI","False","False","True"
"期","き","noun","j","START","0","KANJI","False","False","True"
"天","てん","noun","g","START","0","KANJI","False","False","True"
"金","きん","noun","g","START","0","KANJI","False","False","True"
"し","し","adjective","i","a","2","い","True","False","False"
"丼","どんぶり","noun","END","START","0","KANJI","True","True","True"
"影","えい","noun","k","START","0","KANJI","False","False","True"
"下","くだ","adjective","r","START","0","い","True","False","False"
"雑","ぞう","noun","k","START","0","KANJI","False","False","True"
"心","しん","noun","END","u","1","KANJI","False","False","True"
"置","ち","noun","END","i","1","KANJI","False","False","True"
"君","くん","noun","END","o","1","KANJI","False","False","True"
"求","きゅう","noun","END","u","1","KANJI","False","False","True"
"保","ほ","noun","END","u","1","KANJI","False","False","True"
"品","ひん","noun","END","u","2","KANJI","False","False","True"
"星","せい","noun","z","START","0","KANJI","False","False","True"
"す","す","verb","r","i","1","る","True","False","False"
"の","の","expression","j","n","1","KANJI","True","False","False"
"煙","けむり","noun","END","START","0","KANJI","True","True","True"
"み","み","-fix","END","o","1","み","True","False","False"
"戦","せん","noun","s","START","0","KANJI","False","False","True"
"査","さ","noun","END","n","1","KANJI","False","False","True"
"受","う","verb","k","START","0","る","True","False","False"
"じ","じ","verb","r","n","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"通","つう","noun","s","START","0","KANJI","False","False","True"
"害","がい","noun","END","u","1","KANJI","False","False","True"
"害","がい","noun","END","i","1","KANJI","False","False","True"
"ち","ち","adjective","n","a","1","に","True","False","False"
"芯","しん","noun","END","START","0","KANJI","True","True","True"
"る","る","verb","END","a","1","る","True","False","False"
"理","り","noun","END","i","1","KANJI","False","False","True"
"裂","さ","verb","k","START","0","く","True","False","False"
"り","り","noun","END","a","2","り","True","False","False"
"捕","つか","verb","m","START","0","る","True","False","False"
"腹","ぷく","noun","END","n","1","KANJI","False","False","True"
"列","れつ","noun","END","i","1","KANJI","False","False","True"
"張","は","noun","r","START","0","KANJI","True","False","False"
"局","きょく","noun","END","n","2","KANJI","False","False","True"
"験","けん","noun","END","u","1","KANJI","False","False","True"
"光","こう","noun","s","START","0","KANJI","False","False","True"
"け","け","verb","r","u","1","る","True","False","False"
"じ","じ","verb","r","a","1","う","True","False","False"
"輪","わ","noun","END","i","1","KANJI","False","False","True"
"け","け","verb","r","a","2","る","True","False","False"
"一","いつ","noun","END","i","1","KANJI","False","False","True"
"料","りょう","noun","END","u","1","KANJI","False","False","True"
"気","き","noun","END","n","1","KANJI","False","False","True"
"採","さい","noun","s","START","0","KANJI","False","False","True"
"外","がい","noun","END","u","1","KANJI","False","False","True"
"昼","ひる","noun","END","START","0","KANJI","True","True","True"
"め","め","verb","r","a","1","る","True","False","False"
"貧","びん","noun","b","START","0","KANJI","False","False","True"
"文","ぶん","noun","END","i","1","KANJI","False","False","True"
"費","つい","verb","y","START","0","す","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"圧","あつ","noun","END","i","1","KANJI","False","False","True"
"紛","まぎ","verb","r","START","0","る","True","False","False"
"ら","ら","verb","s","u","1","す","True","False","False"
"程","てい","noun","s","u","1","KANJI","False","False","True"
"け","け","noun","b","i","1","KANJI","True","False","False"
"出","だ","verb","s","START","0","す","True","False","False"
"日","にち","noun","END","i","1","KANJI","False","False","True"
"挑","いど","verb","m","START","0","む","True","False","False"
"し","し","expression","m","o","1","も","True","False","False"
"始","し","noun","m","START","0","KANJI","False","False","True"
"す","す","verb","END","a","2","す","True","False","False"
"隠","かく","verb","r","START","0","る","True","False","False"
"座","ざ","noun","s","START","0","KANJI","False","False","True"
"再","さ","noun","r","START","0","KANJI","False","False","True"
"晩","ばん","noun","END","n","1","KANJI","False","False","True"
"制","せい","noun","END","i","1","KANJI","False","False","True"
"与","よ","noun","END","n","1","KANJI","False","False","True"
"付","ふ","noun","k","START","0","KANJI","False","False","True"
"当","とう","noun","j","START","0","KANJI","False","False","True"
"い","い","adjective","END","u","1","い","True","False","False"
"繁","はん","noun","e","START","0","KANJI","False","False","True"
"饂","う","noun","d","START","0","KANJI","False","False","True"
"野","の","noun","END","START","0","KANJI","True","True","True"
"内","うち","-fix","END","START","0","KANJI","True","True","True"
"使","つか","noun","i","START","0","KANJI","True","False","False"
"失","しつ","noun","g","START","0","KANJI","False","False","True"
"協","きょう","noun","c","START","0","KANJI","False","False","True"
"旅","りょ","noun","k","START","0","KANJI","False","False","True"
"文","ぶん","noun","g","START","0","KANJI","False","False","True"
"違","ちが","noun","i","START","0","い","True","False","False"
"手","しゅ","noun","h","START","0","KANJI","False","False","True"
"安","やす","adjective","i","START","0","い","True","False","False"
"捕","つか","verb","m","START","0","る","True","False","False"
"痛","いた","verb","m","START","0","む","True","False","False"
"付","づ","verb","k","a","1","る","True","False","False"
"介","かい","noun","g","START","0","KANJI","False","False","True"
"容","よう","noun","END","o","1","KANJI","False","False","True"
"事","じ","noun","END","u","1","KANJI","False","False","True"
"憶","おく","noun","END","i","1","KANJI","False","False","True"
"す","す","verb","END","e","3","す","True","False","False"
"り","り","verb","d","o","1","す","True","False","False"
"落","らく","noun","END","i","1","KANJI","False","False","True"
"恵","え","noun","END","i","1","KANJI","False","False","True"
"方","ほう","noun","s","START","0","KANJI","False","False","True"
"物","ぶつ","noun","r","START","0","KANJI","False","False","True"
"詳","しょう","noun","s","START","0","KANJI","False","False","True"
"難","なん","noun","END","i","1","KANJI","False","False","True"
"揺","ゆ","verb","r","START","0","ぐ","True","False","False"
"怖","こわ","adjective","i","START","0","い","True","False","False"
"部","ぶ","noun","END","n","1","KANJI","False","False","True"
"ま","ま","adjective","z","o","1","ず","True","False","False"
"却","かえ","adjective","x","START","0","て","True","False","False"
"形","けい","noun","s","START","0","KANJI","False","False","True"
"脆","もろ","adjective","i","START","0","い","True","False","False"
"取","と","noun","x","START","0","KANJI","True","False","False"
"引","ひ","verb","x","START","0","く","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"許","ゆる","verb","s","START","0","す","True","False","False"
"せ","せ","noun","END","a","2","せ","True","False","False"
"差","さ","verb","s","START","0","る","True","False","False"
"入","にゅう","noun","END","n","1","KANJI","False","False","True"
"貸","かし","noun","y","START","0","KANJI","False","False","True"
"れ","れ","noun","END","u","3","れ","True","False","False"
"傾","かたむ","verb","k","START","0","く","True","False","False"
"比","ひ","noun","END","i","1","KANJI","False","False","True"
"対","たい","noun","k","START","0","KANJI","False","False","True"
"繊","せん","noun","i","START","0","KANJI","False","False","True"
"太","ふと","verb","r","START","0","る","True","False","False"
"共","きょう","noun","g","START","0","KANJI","False","False","True"
"々","どう","adjective","END","u","1","KANJI","False","False","True"
"首","しゅ","noun","n","START","0","KANJI","False","False","True"
"種","たね","noun","END","START","0","KANJI","True","True","True"
"る","る","verb","END","i","2","る","True","False","False"
"ら","ら","noun","END","a","1","ら","True","False","False"
"布","ふ","noun","k","START","0","KANJI","False","False","True"
"主","しゅ","noun","END","n","1","KANJI","False","False","True"
"義","ぎ","noun","END","i","1","KANJI","False","False","True"
"几","き","noun","c","START","0","KANJI","False","False","True"
"き","き","adjective","i","i","1","き","True","False","False"
"様","よう","noun","END","a","1","KANJI","False","False","True"
"導","どう","noun","END","u","1","KANJI","False","False","True"
"表","ひょう","noun","s","START","0","KANJI","False","False","True"
"は","は","verb","m","e","2","る","True","False","False"
"小","しょう","noun","g","START","0","KANJI","False","False","True"
"漢","かん","noun","g","START","0","KANJI","False","False","True"
"火","び","noun","END","a","1","KANJI","False","False","True"
"出","で","noun","k","START","0","KANJI","False","False","True"
"告","こく","noun","END","i","1","KANJI","False","False","True"
"訳","やく","noun","END","u","1","KANJI","False","False","True"
"衛","えい","noun","END","o","1","KANJI","False","False","True"
"る","る","verb","END","i","2","る","True","False","False"
"師","し","noun","END","i","1","KANJI","False","False","True"
"慮","りょ","noun","END","i","1","KANJI","False","False","True"
"刺","し","noun","END","i","1","KANJI","False","False","True"
"評","ひょう","noun","b","START","0","KANJI","False","False","True"
"強","つよ","noun","k","START","0","KANJI","False","False","True"
"殺","ころ","verb","s","START","0","す","True","False","False"
"と","と","expression","END","u","4","と","True","False","False"
"解","かい","noun","k","START","0","KANJI","False","False","True"
"一","ひと","numeric","t","START","0","つ","True","False","False"
"心","しん","noun","END","u","1","KANJI","False","False","True"
"全","すべ","noun","t","START","0","て","True","False","False"
"薬","やく","noun","h","START","0","KANJI","False","False","True"
"革","かく","noun","m","START","0","KANJI","False","False","True"
"化","か","noun","END","n","1","KANJI","False","False","True"
"父","ふ","noun","b","START","0","KANJI","False","False","True"
"る","る","verb","END","o","2","る","True","False","False"
"金","ぎん","noun","END","n","1","KANJI","False","False","True"
"扱","あつか","noun","i","START","0","い","True","False","False"
"す","す","verb","END","o","3","す","True","False","False"
"れ","れ","noun","END","a","1","れ","True","False","False"
"脂","あぶら","noun","END","START","0","KANJI","True","True","True"
"食","く","verb","u","START","0","う","True","False","False"
"募","ぼ","noun","END","u","1","KANJI","False","False","True"
"放","ほう","noun","END","i","1","KANJI","False","False","True"
"萎","しぼ","verb","m","START","0","む","True","False","False"
"勘","かん","noun","c","START","0","い","True","False","False"
"速","そく","noun","END","u","1","KANJI","False","False","True"
"い","い","adjective","END","i","3","い","True","False","False"
"し","し","adjective","i","a","2","い","True","False","False"
"慢","まん","noun","END","i","1","KANJI","False","False","True"
"名","な","noun","END","a","2","KANJI","False","False","True"
"数","すう","-fix","END","START","0","KANJI","True","True","True"
"理","り","noun","r","START","0","KANJI","False","False","True"
"厚","あつ","adjective","k","START","0","い","True","False","False"
"む","む","verb","END","a","2","む","True","False","False"
"体","たい","noun","s","START","0","KANJI","False","False","True"
"物","もつ","noun","END","o","1","KANJI","False","False","True"
"耕","たがや","verb","s","START","0","す","True","False","False"
"人","にん","noun","END","u","1","KANJI","False","False","True"
"華","か","noun","b","START","0","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"頃","ごろ","adjective","END","i","1","KANJI","False","False","True"
"司","つかさど","verb","r","START","0","る","True","False","False"
"恐","おそ","adjective","r","START","0","く","True","False","False"
"文","ぶん","noun","m","START","0","KANJI","False","False","True"
"泳","およ","verb","g","START","0","ぐ","True","False","False"
"ぶ","ぶ","verb","END","o","1","ぶ","True","False","False"
"々","ちゃく","adjective","END","u","1","KANJI","False","False","True"
"漂","ただよ","verb","u","START","0","う","True","False","False"
"畜","ちく","noun","s","START","0","KANJI","False","False","True"
"放","ほう","noun","s","START","0","KANJI","False","False","True"
"書","が","noun","k","u","2","き","True","False","False"
"資","し","noun","k","START","0","KANJI","False","False","True"
"葉","ば","noun","END","o","1","KANJI","False","False","True"
"路","ろ","noun","END","i","1","KANJI","False","False","True"
"着","き","noun","g","START","0","え","True","False","False"
"楽","たの","verb","s","START","0","む","True","False","False"
"兄","きょう","noun","d","START","0","KANJI","False","False","True"
"動","どう","noun","s","o","1","KANJI","False","False","True"
"感","かん","noun","END","o","1","KANJI","False","False","True"
"事","じ","noun","END","u","1","KANJI","False","False","True"
"番","ばん","noun","END","a","1","KANJI","False","False","True"
"艶","つや","noun","END","START","0","KANJI","True","True","True"
"時","じ","noun","END","i","1","KANJI","False","False","True"
"掃","そう","noun","j","START","0","KANJI","False","False","True"
"参","さん","noun","k","START","0","KANJI","False","False","True"
"い","い","verb","d","i","1","す","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"散","ち","verb","r","START","0","す","True","False","False"
"守","まも","verb","r","START","0","る","True","False","False"
"人","にん","noun","END","u","1","KANJI","False","False","True"
"す","す","verb","r","n","1","る","True","False","False"
"果","か","noun","END","u","1","KANJI","False","False","True"
"五","ご","noun","n","a","2","KANJI","False","False","True"
"定","てい","noun","END","i","1","KANJI","False","False","True"
"同","どう","noun","j","START","0","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"い","い","verb","d","o","1","す","True","False","False"
"教","きょう","noun","END","u","1","KANJI","False","False","True"
"恐","おそ","verb","r","START","0","る","True","False","False"
"詰","づめ","noun","END","n","1","KANJI","False","False","True"
"拝","はい","noun","END","u","1","KANJI","False","False","True"
"注","さ","verb","s","START","0","す","True","False","False"
"鳥","とり","noun","END","START","0","KANJI","True","True","True"
"熟","じゅく","noun","END","i","1","KANJI","False","False","True"
"像","ぞう","noun","END","u","1","KANJI","False","False","True"
"喧","けん","noun","k","START","0","KANJI","False","False","True"
"募","ぼ","noun","s","START","0","KANJI","False","False","True"
"下","げ","noun","s","START","0","KANJI","False","False","True"
"殿","でん","noun","END","u","1","KANJI","False","False","True"
"校","こう","noun","s","START","0","KANJI","False","False","True"
"補","ほ","noun","j","START","0","KANJI","False","False","True"
"様","よう","noun","s","START","0","KANJI","False","False","True"
"詞","し","noun","END","i","2","KANJI","False","False","True"
"危","あや","verb","b","START","0","む","True","False","False"
"り","り","noun","END","a","3","り","True","False","False"
"街","かい","noun","d","START","0","KANJI","False","False","True"
"る","る","verb","END","u","2","る","True","False","False"
"す","す","verb","END","a","2","す","True","False","False"
"き","き","verb","a","i","1","る","True","False","False"
"未","み","noun","t","START","0","KANJI","False","False","True"
"整","せい","noun","s","START","0","KANJI","False","False","True"
"る","る","verb","END","u","1","る","True","False","False"
"接","せつ","noun","z","START","0","KANJI","False","False","True"
"内","ない","noun","k","START","0","KANJI","False","False","True"
"便","びん","noun","END","a","1","KANJI","False","False","True"
"件","けん","noun","END","i","1","KANJI","False","False","True"
"物","もの","noun","END","e","2","KANJI","True","False","False"
"休","やす","noun","m","START","0","み","True","False","False"
"和","わ","noun","f","START","0","KANJI","False","False","True"
"当","あ","noun","t","i","2","り","True","False","False"
"め","め","verb","r","a","1","る","True","False","False"
"者","しゃ","noun","END","u","1","KANJI","False","False","True"
"絵","かい","noun","g","START","0","KANJI","False","False","True"
"籍","せき","noun","END","o","1","KANJI","False","False","True"
"め","め","verb","r","a","1","る","True","False","False"
"毎","ごと","-fix","END","START","0","KANJI","True","True","True"
"応","おう","verb","z","START","0","る","True","False","False"
"い","い","adjective","END","i","4","い","True","False","False"
"売","う","noun","r","START","0","れ","True","False","False"
"後","こう","noun","k","START","0","KANJI","False","False","True"
"売","う","verb","r","START","0","る","True","False","False"
"人","じん","noun","k","START","0","KANJI","False","False","True"
"用","よう","noun","h","START","0","KANJI","False","False","True"
"杯","ぱい","noun","END","n","1","KANJI","False","False","True"
"物","ぶつ","noun","k","u","1","KANJI","False","False","True"
"論","ろん","noun","END","i","1","KANJI","False","False","True"
"紛","まぎ","adjective","r","START","0","い","True","False","False"
"電","でん","noun","g","START","0","KANJI","False","False","True"
"品","ひん","noun","END","e","1","KANJI","False","False","True"
"恥","は","adjective","z","START","0","い","True","False","False"
"年","ねん","noun","d","START","0","KANJI","False","False","True"
"む","む","verb","END","u","1","む","True","False","False"
"ま","ま","noun","g","i","1","れ","True","False","False"
"職","しょく","noun","END","i","1","KANJI","False","False","True"
"文","ぶん","noun","s","START","0","KANJI","False","False","True"
"数","すう","noun","END","u","1","KANJI","False","False","True"
"視","し","noun","y","START","0","KANJI","False","False","True"
"繋","つな","verb","g","START","0","る","True","False","False"
"軋","きし","verb","m","START","0","む","True","False","False"
"上","じょう","noun","k","START","0","KANJI","False","False","True"
"意","い","noun","END","u","1","KANJI","False","False","True"
"淡","たん","noun","END","i","1","KANJI","False","False","True"
"行","こう","noun","END","o","1","KANJI","False","False","True"
"む","む","verb","END","u","1","む","True","False","False"
"中","ちゅう","noun","o","START","0","KANJI","False","False","True"
"か","か","noun","END","a","2","か","True","False","False"
"抗","こう","noun","END","n","1","KANJI","False","False","True"
"寄","よ","verb","r","i","2","る","True","False","False"
"け","け","verb","r","a","1","る","True","False","False"
"重","じゅう","noun","f","START","0","KANJI","False","False","True"
"評","ひょう","noun","END","u","1","KANJI","False","False","True"
"物","もの","noun","END","n","1","KANJI","False","False","True"
"依","い","adjective","z","START","0","KANJI","False","False","True"
"陵","りょう","noun","END","u","1","KANJI","False","False","True"
"方","ほう","noun","k","i","1","KANJI","False","False","True"
"育","いく","noun","END","i","1","KANJI","False","False","True"
"工","く","noun","f","START","0","KANJI","False","False","True"
"値","ね","noun","d","START","0","KANJI","False","False","True"
"つ","つ","noun","k","o","1","き","True","False","False"
"初","はじ","adjective","m","START","0","て","True","False","False"
"熱","ねつ","noun","i","START","0","KANJI","False","False","True"
"国","くに","noun","END","START","0","KANJI","True","True","True"
"勝","か","verb","t","START","0","つ","True","False","False"
